image_file,ber,trial,num_bit_flips,bpp,psnr,niqe,lpips,error
1.png,0.0,0,0,0.0362548828125,20.89159164022405,3.4423845392558365,0.2034261524677276,
2.png,0.0,0,0,0.033935546875,25.804400510200324,4.155847600380645,0.1658981889486313,
3.png,0.0,0,0,0.0352783203125,26.79881961055699,5.009937319317998,0.1012514606118202,
4.png,0.0,0,0,0.0364990234375,25.617859980838205,3.7441297388134753,0.1463532745838165,
5.png,0.0,0,0,0.04345703125,18.12922617924315,3.546502689896661,0.2300491034984588,
6.png,0.0,0,0,0.03125,21.81623266188484,3.2561580679305155,0.1719967424869537,
7.png,0.0,0,0,0.0411376953125,23.79765160849957,4.156991940528164,0.1175579205155372,
8.png,0.0,0,0,0.04248046875,17.80653129637003,3.3981005603946635,0.2009755373001098,
9.png,0.0,0,0,0.034912109375,24.58450661878692,5.01989128629297,0.1076277643442154,
10.png,0.0,0,0,0.03759765625,24.24531248854599,5.538044474869119,0.1344283819198608,
11.png,0.0,0,0,0.0338134765625,21.42975201570149,3.141358160374678,0.1982229650020599,
12.png,0.0,0,0,0.032958984375,25.32284869214589,3.7341106694723374,0.1278196424245834,
13.png,0.0,0,0,0.03564453125,18.13612919891001,3.00027235706048,0.2992355823516845,
14.png,0.0,0,0,0.0394287109375,20.312363384318964,3.0227517321059114,0.2280795574188232,
15.png,0.0,0,0,0.037109375,24.60870300652808,4.093920996024381,0.1625089049339294,
16.png,0.0,0,0,0.029296875,24.916160183445115,3.699972924008695,0.1370350867509842,
17.png,0.0,0,0,0.0391845703125,23.193035246235823,3.626707637789047,0.1811025887727737,
18.png,0.0,0,0,0.038330078125,20.6730369114684,3.110941301489985,0.2109878063201904,
19.png,0.0,0,0,0.0367431640625,21.90101866553881,4.1360498994384125,0.1344505995512008,
20.png,0.0,0,0,0.02978515625,24.19700741552433,4.083715721453747,0.0961491912603378,
21.png,0.0,0,0,0.0313720703125,21.361282106422337,3.5901602532605223,0.1600225567817688,
22.png,0.0,0,0,0.036376953125,23.310264715523097,3.537281461590891,0.1921811699867248,
23.png,0.0,0,0,0.037841796875,24.458202973838663,4.90985715309386,0.0940853804349899,
24.png,0.0,0,0,0.0396728515625,21.142758892882163,2.689209647542641,0.2023930549621582,
1.png,1e-06,0,0,0.0362548828125,20.89159164022405,3.4423845392558365,0.2034261524677276,
2.png,1e-06,0,0,0.033935546875,25.804400510200324,4.155847600380645,0.1658981889486313,
3.png,1e-06,0,0,0.0352783203125,26.79874211593697,5.0110188475890025,0.1012400239706039,
4.png,1e-06,0,0,0.0364990234375,25.61783511843679,3.7458101669325976,0.1463536322116851,
5.png,1e-06,0,0,0.04345703125,18.12922617924315,3.546502689896661,0.2300491034984588,
6.png,1e-06,0,0,0.03125,21.81623266188484,3.2561580679305155,0.1719967424869537,
7.png,1e-06,0,0,0.0411376953125,23.797751828535706,4.152845511646386,0.117541491985321,
8.png,1e-06,0,1,0.04248046875,16.772820274962395,3.805311320951913,0.2357150763273239,
9.png,1e-06,0,0,0.034912109375,24.584383590781904,5.033931084502558,0.1075935512781143,
10.png,1e-06,0,0,0.03759765625,24.24530325652318,5.557059513176474,0.1344257593154907,
11.png,1e-06,0,0,0.0338134765625,21.42975201570149,3.141358160374678,0.1982229650020599,
12.png,1e-06,0,0,0.032958984375,25.32284869214589,3.7341106694723374,0.1278196424245834,
13.png,1e-06,0,0,0.03564453125,18.136145742056296,2.987236479568925,0.2992242872714996,
14.png,1e-06,0,0,0.0394287109375,20.312363384318964,3.0227517321059114,0.2280795574188232,
15.png,1e-06,0,0,0.037109375,24.608569548223088,4.107620349405538,0.1625070869922638,
16.png,1e-06,0,0,0.029296875,24.916160183445115,3.699972924008695,0.1370350867509842,
17.png,1e-06,0,0,0.0391845703125,23.19305019789858,3.6179609486402575,0.1811034679412841,
18.png,1e-06,0,0,0.038330078125,20.6730369114684,3.110941301489985,0.2109878063201904,
19.png,1e-06,0,0,0.0367431640625,21.90105285975314,4.145469597106181,0.1344471424818039,
20.png,1e-06,0,0,0.02978515625,24.19700741552433,4.083715721453747,0.0961491912603378,
21.png,1e-06,0,0,0.0313720703125,21.36129558455254,3.586040524081692,0.1600176692008972,
22.png,1e-06,0,0,0.036376953125,23.310264715523097,3.537281461590891,0.1921811699867248,
