image_file,ber,trial,num_bit_flips,bpp,psnr,niqe,lpips,error
1.png,0,0,0,0.09942626953125,23.40443437382662,4.347561450000506,0.14234685897827148,
2.png,0,0,0,0.06365966796875,27.19047529038122,3.363966308934092,0.12457737326622009,
3.png,0,0,0,0.05804443359375,29.269827029015353,4.5740695321537785,0.0737382248044014,
4.png,0,0,0,0.06939697265625,27.781716281048908,2.990925572242169,0.10666297376155853,
5.png,0,0,0,0.14154052734375,22.382943727220063,3.8843113495560493,0.12992486357688904,
6.png,0,0,0,0.07647705078125,24.524509158905733,3.7236511142135162,0.116957888007164,
7.png,0,0,0,0.08660888671875,27.36273439220445,3.480249201600112,0.07677854597568512,
8.png,0,0,0,0.14434814453125,22.370959707893,4.59520702301133,0.10730152577161789,
9.png,0,0,0,0.07281494140625,27.886753048900008,4.4251468089772255,0.06945444643497467,
10.png,0,0,0,0.07623291015625,27.825424317451457,4.011254876003355,0.09133654832839966,
11.png,0,0,0,0.08526611328125,24.804814436944103,3.4321131813711063,0.128157377243042,
12.png,0,0,0,0.06146240234375,27.97112668660911,3.180882369825892,0.09022363275289536,
13.png,0,0,0,0.11566162109375,20.811304424449308,3.128717190754739,0.2037685364484787,
14.png,0,0,0,0.10528564453125,23.855545596010742,3.236723008377487,0.14362424612045288,
15.png,0,0,0,0.07037353515625,26.785169926865997,3.761031679962696,0.1015205904841423,
16.png,0,0,0,0.06329345703125,26.83347539923279,3.6388704071896742,0.10228267312049866,
17.png,0,0,0,0.08087158203125,25.8998590293892,2.2209767936846436,0.1162979006767273,
18.png,0,0,0,0.09356689453125,23.849247596553308,2.452150936574723,0.14745230972766876,
19.png,0,0,0,0.08892822265625,26.02511242677027,3.317753134275145,0.08030352741479874,
20.png,0,0,0,0.05731201171875,27.389870028769113,3.6649967647968182,0.06107685714960098,
21.png,0,0,0,0.08270263671875,24.77176308358178,3.124316903413963,0.10832575708627701,
22.png,0,0,0,0.07708740234375,25.935875611461313,2.7934150480417532,0.12613807618618011,
23.png,0,0,0,0.07147216796875,28.104499291048853,3.9465552328686133,0.0612141378223896,
24.png,0,0,0,0.09649658203125,23.901690257282663,3.204382623181382,0.13485278189182281,
1.png,1e-06,0,0,0.09942626953125,23.40443437382662,4.347561450000506,0.14234685897827148,
2.png,1e-06,0,0,0.06365966796875,27.19047529038122,3.363966308934092,0.12457737326622009,
3.png,1e-06,0,0,0.05804443359375,29.269827029015353,4.5740695321537785,0.0737382248044014,
4.png,1e-06,0,0,0.06939697265625,27.781716281048908,2.990925572242169,0.10666297376155853,
5.png,1e-06,0,1,0.14154052734375,,,,"invalid load key, '\xac'."
6.png,1e-06,0,0,0.07647705078125,24.524509158905733,3.7236511142135162,0.116957888007164,
7.png,1e-06,0,0,0.08660888671875,27.36273439220445,3.480249201600112,0.07677854597568512,
8.png,1e-06,0,0,0.14434814453125,22.370959707893,4.59520702301133,0.10730152577161789,
9.png,1e-06,0,0,0.07281494140625,27.886753048900008,4.4251468089772255,0.06945444643497467,
10.png,1e-06,0,0,0.07623291015625,27.825424317451457,4.011254876003355,0.09133654832839966,
11.png,1e-06,0,0,0.08526611328125,24.804814436944103,3.4321131813711063,0.128157377243042,
12.png,1e-06,0,0,0.06146240234375,27.97112668660911,3.180882369825892,0.09022363275289536,
13.png,1e-06,0,0,0.11566162109375,20.811304424449308,3.128717190754739,0.2037685364484787,
14.png,1e-06,0,0,0.10528564453125,23.855545596010742,3.236723008377487,0.14362424612045288,
15.png,1e-06,0,0,0.07037353515625,26.785169926865997,3.761031679962696,0.1015205904841423,
16.png,1e-06,0,0,0.06329345703125,26.83347539923279,3.6388704071896742,0.10228267312049866,
17.png,1e-06,0,0,0.08087158203125,25.8998590293892,2.2209767936846436,0.1162979006767273,
18.png,1e-06,0,0,0.09356689453125,23.849247596553308,2.452150936574723,0.14745230972766876,
19.png,1e-06,0,0,0.08892822265625,26.02511242677027,3.317753134275145,0.08030352741479874,
20.png,1e-06,0,0,0.05731201171875,27.389870028769113,3.6649967647968182,0.06107685714960098,
21.png,1e-06,0,0,0.08270263671875,24.77176308358178,3.124316903413963,0.10832575708627701,
22.png,1e-06,0,0,0.07708740234375,25.935875611461313,2.7934150480417532,0.12613807618618011,
23.png,1e-06,0,0,0.07147216796875,28.104499291048853,3.9465552328686133,0.0612141378223896,
24.png,1e-06,0,0,0.09649658203125,23.901690257282663,3.204382623181382,0.13485278189182281,
1.png,1e-06,1,0,0.09942626953125,23.40443437382662,4.347561450000506,0.14234685897827148,
2.png,1e-06,1,0,0.06365966796875,27.19047529038122,3.363966308934092,0.12457737326622009,
3.png,1e-06,1,0,0.05804443359375,29.269827029015353,4.5740695321537785,0.0737382248044014,
4.png,1e-06,1,0,0.06939697265625,27.781716281048908,2.990925572242169,0.10666297376155853,
5.png,1e-06,1,0,0.14154052734375,22.382943727220063,3.8843113495560493,0.12992486357688904,
6.png,1e-06,1,0,0.07647705078125,24.524509158905733,3.7236511142135162,0.116957888007164,
7.png,1e-06,1,0,0.08660888671875,27.36273439220445,3.480249201600112,0.07677854597568512,
8.png,1e-06,1,0,0.14434814453125,22.370959707893,4.59520702301133,0.10730152577161789,
9.png,1e-06,1,0,0.07281494140625,27.886753048900008,4.4251468089772255,0.06945444643497467,
